Bx,By,Bz
1.683737020877093826e+01,-3.416340940290464090e+00,-2.509764574791137903e+01
1.681783416768698203e+01,-3.436556253577231601e+00,-2.510803055984624166e+01
1.679838124337870653e+01,-3.456812053807483132e+00,-2.511842547565632700e+01
1.677901130795671136e+01,-3.477108118013211957e+00,-2.512883117278841283e+01
1.675972423389829302e+01,-3.497444224154741654e+00,-2.513924832759752093e+01
1.674051989098696325e+01,-3.517820149076060332e+00,-2.514967761454103012e+01
1.672139814324662410e+01,-3.538235666419871084e+00,-2.516011970526089669e+01
1.670235885613492854e+01,-3.558690551496382692e+00,-2.517057527060153532e+01
1.668340188834838855e+01,-3.579184575721413353e+00,-2.518104497822446675e+01
1.666452709901901841e+01,-3.599717511505347467e+00,-2.519152949468250213e+01
1.664573434464911017e+01,-3.620289130175013081e+00,-2.520202948452141101e+01
1.662702347604232500e+01,-3.640899199856182378e+00,-2.521254560926885802e+01
1.660839434550736726e+01,-3.661547490419466033e+00,-2.522307852967196240e+01
1.658984679865285017e+01,-3.682233767831115223e+00,-2.523362890306183814e+01
1.657138068159339994e+01,-3.702957799118563820e+00,-2.524419738564825977e+01
1.655299583788137596e+01,-3.723719350259230954e+00,-2.525478463152785125e+01
1.653469210543597256e+01,-3.744518184031479624e+00,-2.526539129157855257e+01
1.651646932375354737e+01,-3.765354065035325437e+00,-2.527601801591934816e+01
1.649832732569698379e+01,-3.786226753958764402e+00,-2.528666545102217356e+01
1.648026594470722728e+01,-3.807136012616894050e+00,-2.529733424222902727e+01
1.646228501173312964e+01,-3.828081601809694146e+00,-2.530802503266611936e+01
1.644438435215949923e+01,-3.849063279142562077e+00,-2.531873846204337752e+01
1.642656379199349459e+01,-3.870080803388110890e+00,-2.532947516893783302e+01
1.640882315479374398e+01,-3.891133932325096634e+00,-2.534023578965082280e+01
1.639116225859817888e+01,-3.912222420540960144e+00,-2.535102095695010860e+01
1.637358092314093128e+01,-3.933346024566811039e+00,-2.536183130288818077e+01
1.635607896163645592e+01,-3.954504497014373232e+00,-2.537266745550624947e+01
1.633865618799657327e+01,-3.975697591728948321e+00,-2.538353004171122151e+01
1.632131241375925157e+01,-3.996925061597799367e+00,-2.539441968603707878e+01
1.630404744501722547e+01,-4.018186656324260753e+00,-2.540533700929110594e+01
1.628686108963518109e+01,-4.039482127631183417e+00,-2.541628263159880419e+01
1.626975314903456393e+01,-4.060811223320699881e+00,-2.542725716885050957e+01
1.625272342541081727e+01,-4.082173692494422745e+00,-2.543826123580477727e+01
1.623577171866250524e+01,-4.103569283333384554e+00,-2.544929544475444771e+01
1.621889782332175045e+01,-4.124997740844399630e+00,-2.546036040407572543e+01
1.620210153576945444e+01,-4.146458812128538618e+00,-2.547145672150087137e+01
1.618538264602432619e+01,-4.167952240367112537e+00,-2.548258500030597418e+01
1.616874094495685199e+01,-4.189477770106694088e+00,-2.549374584264260335e+01
1.615217622122029084e+01,-4.211035145010948888e+00,-2.550493984810712433e+01
1.613568825818396135e+01,-4.232624105580641505e+00,-2.551616761219260354e+01
1.611927684114388626e+01,-4.254244394485538372e+00,-2.552742972979091363e+01
1.610294174911799914e+01,-4.275895750478986734e+00,-2.553872679112000554e+01
1.608668276205527903e+01,-4.297577913745082689e+00,-2.555005938528511678e+01
1.607049965776905154e+01,-4.319290623624038261e+00,-2.556142809875093391e+01
1.605439220887473439e+01,-4.341033616307132803e+00,-2.557283351369603963e+01
1.603836018999268020e+01,-4.362806630227837879e+00,-2.558427621174491762e+01
1.602240336955368605e+01,-4.384609399908909744e+00,-2.559575676963374846e+01
1.600652151699982539e+01,-4.406441661369087548e+00,-2.560727576300234531e+01
1.599071439972169273e+01,-4.428303149822558460e+00,-2.561883376476854579e+01
1.597498178000087421e+01,-4.450193597349749730e+00,-2.563043134338440510e+01
1.595932342220334021e+01,-4.472112738346629257e+00,-2.564206906680034592e+01
1.594373908459691513e+01,-4.494060303306556037e+00,-2.565374749786751352e+01
1.592822852654201071e+01,-4.516036024283545558e+00,-2.566546719836166446e+01
1.591279150543326892e+01,-4.538039632567756776e+00,-2.567722872725970618e+01
1.589742777364860338e+01,-4.560070856333342526e+00,-2.568903263889715305e+01
1.588213708572982341e+01,-4.582129426141664297e+00,-2.570087948716463799e+01
1.586691919021614083e+01,-4.604215068661971166e+00,-2.571276982064641103e+01
1.585177383682106189e+01,-4.626327512188362689e+00,-2.572470418687688110e+01
1.583670077338050675e+01,-4.648466484291962075e+00,-2.573668313051864942e+01
1.582169974280885505e+01,-4.670631709447079949e+00,-2.574870719142111142e+01
1.580677049026435377e+01,-4.692822914586736616e+00,-2.576077690905071904e+01
1.579191275500085645e+01,-4.715039822764555133e+00,-2.577289281736410231e+01
1.577712627752930707e+01,-4.737282158722925018e+00,-2.578505544929857862e+01
1.576241079657234856e+01,-4.759549646523154820e+00,-2.579726533485121465e+01
1.574776604602905650e+01,-4.781842007151385410e+00,-2.580952299903834302e+01
1.573319176212253900e+01,-4.804158964122420272e+00,-2.582182896655980997e+01
1.571868767527331023e+01,-4.826500237086595924e+00,-2.583418375640630060e+01
1.570425351724194840e+01,-4.848865547446217228e+00,-2.584658788658425266e+01
1.568988901809217928e+01,-4.871254615964770274e+00,-2.585904187209566629e+01
1.567559390316461254e+01,-4.893667160353393442e+00,-2.587154622279825844e+01
1.566136790020449432e+01,-4.916102900921617724e+00,-2.588410144830477577e+01
1.564721073125837769e+01,-4.938561554131698728e+00,-2.589670805232377404e+01
1.563312211979650002e+01,-4.961042838260383725e+00,-2.590936653761920638e+01
1.561910178768486368e+01,-4.983546470989114852e+00,-2.592207740389140724e+01
1.560514945216927707e+01,-5.006072166972158399e+00,-2.593484114553739417e+01
1.559126483298015486e+01,-5.028619643529921746e+00,-2.594765825678517857e+01
1.557744764425703998e+01,-5.051188614155201151e+00,-2.596052922576778244e+01
1.556369760164641569e+01,-5.073778794217053800e+00,-2.597345453971821172e+01
1.555001441928464168e+01,-5.096389898532600604e+00,-2.598643468275072266e+01
1.553639780679357685e+01,-5.119021638918505701e+00,-2.599947013352146996e+01
1.552284747635919793e+01,-5.141673729924725045e+00,-2.601256137059879237e+01
1.550936313468643313e+01,-5.164345882295435786e+00,-2.602570886626958924e+01
1.549594449007105190e+01,-5.187037808712323006e+00,-2.603891309197021542e+01
1.548259124939339948e+01,-5.209749221349516013e+00,-2.605217451596807976e+01
1.546930311512671175e+01,-5.232479829409348859e+00,-2.606549360092242651e+01
1.545607979238806529e+01,-5.255229344893254328e+00,-2.607887080949047132e+01
1.544292098092578591e+01,-5.277997476020486189e+00,-2.609230659786594231e+01
1.542982638216252234e+01,-5.300783933008258231e+00,-2.610580142144618421e+01
1.541679569620188950e+01,-5.323588425610702224e+00,-2.611935573241396824e+01
1.540382861884962828e+01,-5.346410660640022350e+00,-2.613296997719811898e+01
1.539092484863429355e+01,-5.369250347772435816e+00,-2.614664460231609056e+01
1.537808407883009565e+01,-5.392107192928111026e+00,-2.616038004764483205e+01
1.536530600446924488e+01,-5.414980904084877089e+00,-2.617417675232402985e+01
1.535259031936090679e+01,-5.437871188802401612e+00,-2.618803515223755340e+01
1.533993671312807550e+01,-5.460777751730845786e+00,-2.620195567737504660e+01
1.532734487819465308e+01,-5.483700300447476472e+00,-2.621593875790990325e+01
1.531481450184694815e+01,-5.506638538801274407e+00,-2.622998481720244612e+01
1.530234527321219318e+01,-5.529592172757734403e+00,-2.624409427793944261e+01
1.528993688029199127e+01,-5.552560907909214194e+00,-2.625826755951554858e+01
1.527758900701478062e+01,-5.575544446971955281e+00,-2.627250507529497625e+01
1.526530134018715401e+01,-5.598542495651440909e+00,-2.628680723892599858e+01
1.525307356159665773e+01,-5.621554755955224358e+00,-2.630117445707643142e+01
1.524090535495405163e+01,-5.644580932064922507e+00,-2.631560713580861233e+01
1.522879640294198822e+01,-5.667620727834957073e+00,-2.633010567786163136e+01
1.521674638428445547e+01,-5.690673844279111826e+00,-2.634467047981339860e+01
1.520475498065976616e+01,-5.713739985460608573e+00,-2.635930193863026716e+01
1.519282186884790065e+01,-5.736818851776801509e+00,-2.637400044413552180e+01
1.518094672763315423e+01,-5.759910145855653418e+00,-2.638876638561992038e+01
1.516912923487033638e+01,-5.783013570043853413e+00,-2.640360014902443098e+01
1.515736906457088118e+01,-5.806128823883607737e+00,-2.641850211400230108e+01
1.514566589377598405e+01,-5.829255610026101486e+00,-2.643347266070485801e+01
1.513401939474995217e+01,-5.852393627490708461e+00,-2.644851216198288313e+01
1.512242924184243975e+01,-5.875542577583042103e+00,-2.646362099023232872e+01
1.511089510857110696e+01,-5.898702161373582165e+00,-2.647879951447733404e+01
1.509941666472763622e+01,-5.921872077167207316e+00,-2.649404809733410815e+01
1.508799358320662343e+01,-5.945052026434582970e+00,-2.650936710202998015e+01
1.507662553224963986e+01,-5.968241707050609968e+00,-2.652475688433962731e+01
1.506531218226270852e+01,-5.991440819230769321e+00,-2.654021779966480565e+01
1.505405320291846927e+01,-6.014649063001538565e+00,-2.655575020001852593e+01
1.504284826028109912e+01,-6.037866135663116474e+00,-2.657135443088976245e+01
1.503169702358989213e+01,-6.061091737737542395e+00,-2.658703083849676929e+01
1.502059915755561015e+01,-6.084325566189165535e+00,-2.660277976145831502e+01
1.500955432913171350e+01,-6.107567320375935971e+00,-2.661860153810670226e+01
1.499856220463612111e+01,-6.130816699513630397e+00,-2.663449650337369334e+01
1.498762244689656065e+01,-6.154073400132765492e+00,-2.665046498555616949e+01
1.497673472198653855e+01,-6.177337122039743278e+00,-2.666650731380281059e+01
1.496589869157661568e+01,-6.200607561522675226e+00,-2.668262380952062784e+01
1.495511401965713105e+01,-6.223884417315415973e+00,-2.669881479392164536e+01
1.494438036968022487e+01,-6.247167388055560266e+00,-2.671508058480942083e+01
1.493369740172708582e+01,-6.270456169737706809e+00,-2.673142149324701577e+01
1.492306477919327179e+01,-6.293750461684854081e+00,-2.674783783127607961e+01
1.491248216119778114e+01,-6.317049959743338938e+00,-2.676432990306037496e+01
1.490194920925468658e+01,-6.340354362255671283e+00,-2.678089801266379411e+01
1.489146558443671964e+01,-6.363663367514860170e+00,-2.679754246073954960e+01
1.488103094456494624e+01,-6.386976671214595669e+00,-2.681426354109992261e+01
1.487064495084184124e+01,-6.410293972427560938e+00,-2.683106154866678850e+01
1.486030726032005056e+01,-6.433614966792334577e+00,-2.684793677035240478e+01
1.485001753252146806e+01,-6.456939352493344941e+00,-2.686488949306947660e+01
1.483977542662252702e+01,-6.480266827711097299e+00,-2.688192000032129059e+01
1.482958059866777489e+01,-6.503597088071551013e+00,-2.689902856867526992e+01
1.481943270814794822e+01,-6.526929832628649564e+00,-2.691621547594332853e+01
1.480933141053114888e+01,-6.550264757046946329e+00,-2.693348099180208877e+01
1.479927636382677747e+01,-6.573601559584589360e+00,-2.695082538603258016e+01
1.478926722579382336e+01,-6.596939938542195847e+00,-2.696824892501324200e+01
1.477930365117909339e+01,-6.620279589711951296e+00,-2.698575186809681981e+01
1.476938529823804025e+01,-6.643620212360680455e+00,-2.700333447601942538e+01
1.475951182133137962e+01,-6.666961502411828278e+00,-2.702099700126127502e+01
1.474968287743086037e+01,-6.690303158428639208e+00,-2.703873969651482412e+01
1.473989812335234895e+01,-6.713644879062545812e+00,-2.705656281108134209e+01
1.473015721301880099e+01,-6.736986360503236071e+00,-2.707446658715125309e+01
1.472045980392220343e+01,-6.760327302460179766e+00,-2.709245126844135498e+01
1.471080554978721722e+01,-6.783667401347210912e+00,-2.711051709029754520e+01
1.470119410701770590e+01,-6.807006356262680136e+00,-2.712866428839001287e+01
1.469162513195426101e+01,-6.830343866438900235e+00,-2.714689309501372350e+01
1.468209827816395396e+01,-6.853679628694812287e+00,-2.716520373527369969e+01
1.467261320284019810e+01,-6.877013343411478630e+00,-2.718359643594712693e+01
1.466316955953718448e+01,-6.900344707723387039e+00,-2.720207141533081696e+01
1.465376700455370873e+01,-6.923673421492629210e+00,-2.722062889216178050e+01
1.464440519421713738e+01,-6.946999184760190182e+00,-2.723926908182184192e+01
1.463508378219977857e+01,-6.970321695202324364e+00,-2.725799219242820470e+01
1.462580242585561230e+01,-6.993640654098514986e+00,-2.727679843392074943e+01
1.461656077902640938e+01,-7.016955759532085501e+00,-2.729568800765450831e+01
1.460735849836191313e+01,-7.040266712355248480e+00,-2.731466111554436438e+01
1.459819524063053464e+01,-7.063573213644358972e+00,-2.733371795617516398e+01
1.458907066006337594e+01,-7.086874962160907288e+00,-2.735285872079795766e+01
1.457998441462560812e+01,-7.110171660307940122e+00,-2.737208360263955598e+01
1.457093615889725058e+01,-7.133463007343926243e+00,-2.739139278624313434e+01
1.456192555032698088e+01,-7.156748705335811422e+00,-2.741078645683488801e+01
1.455295224657063180e+01,-7.180028456618728683e+00,-2.743026479633978809e+01
1.454401590286390977e+01,-7.203301961263352204e+00,-2.744982797928472351e+01
1.453511617822607072e+01,-7.226568923018509949e+00,-2.746947618232930211e+01
1.452625272841718207e+01,-7.249829042541267476e+00,-2.748920957335581150e+01
1.451742521212446668e+01,-7.273082023335184054e+00,-2.750902832105661844e+01
1.450863328832859445e+01,-7.296327569215826259e+00,-2.752893259085599098e+01
1.449987661370609615e+01,-7.319565381785920088e+00,-2.754892254072158764e+01
1.449115484876376669e+01,-7.342795166360180481e+00,-2.756899833091315699e+01
1.448246765087465704e+01,-7.366016625215363156e+00,-2.758916011282498104e+01
1.447381468039427865e+01,-7.389229463510564422e+00,-2.760940803879110916e+01
1.446519559805644661e+01,-7.412433386759929022e+00,-2.762974225791512239e+01
1.445661006240573876e+01,-7.435628098316438006e+00,-2.765016291178953267e+01
1.444805773586041298e+01,-7.458813305276961181e+00,-2.767067014446183393e+01
1.443953827782924471e+01,-7.481988711755572119e+00,-2.769126409103120423e+01
1.443105135075623657e+01,-7.505154024782680899e+00,-2.771194488766997210e+01
1.442259661754610534e+01,-7.528308951786465641e+00,-2.773271266736151475e+01
1.441417373902769761e+01,-7.551453198086591101e+00,-2.775356755552926202e+01
1.440578237994405164e+01,-7.574586472775894030e+00,-2.777450968021706146e+01
1.439742220215201662e+01,-7.597708482020049559e+00,-2.779553916044240935e+01
1.438909287059310849e+01,-7.620818934933081934e+00,-2.781665611643210667e+01
1.438079405075028205e+01,-7.643917541068413257e+00,-2.783786066526947423e+01
1.437252540614245788e+01,-7.667004007923564401e+00,-2.785915291643318525e+01
1.436428660423987402e+01,-7.690078046796471334e+00,-2.788053298219068310e+01
1.435607730974836649e+01,-7.713139366114778461e+00,-2.790200096571063426e+01
1.434789719050514023e+01,-7.736187677284463327e+00,-2.792355697151003824e+01
1.433974591496667372e+01,-7.759222692191984017e+00,-2.794520110101172250e+01
1.433162314973581175e+01,-7.782244120721726333e+00,-2.796693344799508196e+01
1.432352856457313450e+01,-7.805251675753093643e+00,-2.798875410767213268e+01
1.431546182990430083e+01,-7.828245070670102557e+00,-2.801066317219216728e+01
1.430742261436639495e+01,-7.851224016886900969e+00,-2.803266072603934944e+01
1.429941059060046626e+01,-7.874188229655469051e+00,-2.805474685676014701e+01
1.429142542867498733e+01,-7.897137421449555994e+00,-2.807692164269607460e+01
1.428346680185785367e+01,-7.920071307764913193e+00,-2.809918516376526654e+01
1.427553438415599452e+01,-7.942989604641652157e+00,-2.812153749687826476e+01
1.426762784789503691e+01,-7.965892026203572840e+00,-2.814397871124824846e+01
1.425974686943283487e+01,-7.988778290433109497e+00,-2.816650887932501846e+01
1.425189112267228531e+01,-8.011648112593290350e+00,-2.818912806429411688e+01
1.424406028475405783e+01,-8.034501210993280296e+00,-2.821183633106312172e+01
1.423625403362932218e+01,-8.057337304524970989e+00,-2.823463374159040029e+01
1.422847204567321988e+01,-8.080156110218156940e+00,-2.825752035010965457e+01
1.422071400131787300e+01,-8.102957348978472751e+00,-2.828049621426634630e+01
1.421297957865644612e+01,-8.125740739051384054e+00,-2.830356138238724384e+01
1.420526845905477842e+01,-8.148506001750835281e+00,-2.832671590466922851e+01
1.419758032475758824e+01,-8.171252859010978753e+00,-2.834995982842156437e+01
1.418991485653691065e+01,-8.193981030958086720e+00,-2.837329319320603460e+01
1.418227173924287321e+01,-8.216690241609715173e+00,-2.839671604217416245e+01
1.417465065550023695e+01,-8.239380212382922508e+00,-2.842022840910871295e+01
1.416705129123809037e+01,-8.262050667783029212e+00,-2.844383032981244952e+01
1.415947333333035019e+01,-8.284701332971780019e+00,-2.846752183726544772e+01
1.415191646727899233e+01,-8.307331931357277099e+00,-2.849130295668145507e+01
1.414438038268161435e+01,-8.329942190250871903e+00,-2.851517371704261805e+01
1.413686476702229555e+01,-8.352531834423450263e+00,-2.853913413791703491e+01
1.412936931111736172e+01,-8.375100591751891699e+00,-2.856318424104484066e+01
1.412189370679081080e+01,-8.397648190804734014e+00,-2.858732404541137484e+01
1.411443764459312611e+01,-8.420174358451021135e+00,-2.861155356222105794e+01
1.410700081918420068e+01,-8.442678825472974324e+00,-2.863587280662759227e+01
1.409958292321975115e+01,-8.465161320172914117e+00,-2.866028178432996043e+01
1.409218365271223306e+01,-8.487621573974079681e+00,-2.868478050335238905e+01
1.408480270474177765e+01,-8.510059319025133462e+00,-2.870936896903488744e+01
1.407743977521082002e+01,-8.532474285829314553e+00,-2.873404717892611160e+01
1.407009456414150250e+01,-8.554866208809690065e+00,-2.875881513470528361e+01
1.406276676965863182e+01,-8.577234819969628887e+00,-2.878367282855992570e+01
1.405545609326484602e+01,-8.599579854446579574e+00,-2.880862025515844138e+01
1.404816223758706251e+01,-8.621901048136054513e+00,-2.883365740655827736e+01
1.404088490416787316e+01,-8.644198135341959244e+00,-2.885878426701896871e+01
1.403362379867566823e+01,-8.666470854292171566e+00,-2.888400082511298095e+01
1.402637862498631272e+01,-8.688718940856151818e+00,-2.890930705989003968e+01
1.401914909037039259e+01,-8.710942134047055418e+00,-2.893470295303567141e+01
1.401193490327683300e+01,-8.733140173667493400e+00,-2.896018848370087184e+01
1.400473577116050805e+01,-8.755312797981853024e+00,-2.898576362323533573e+01
1.399755140560497502e+01,-8.777459749179621795e+00,-2.901142834748517529e+01
1.399038151650293749e+01,-8.799580767152148653e+00,-2.903718262274474071e+01
1.398322581715559032e+01,-8.821675594942650633e+00,-2.906302641810215093e+01
1.397608402209279177e+01,-8.843743976413676933e+00,-2.908895970018915378e+01
1.396895584493806552e+01,-8.865785653942685585e+00,-2.911498242783688539e+01
1.396184100344237677e+01,-8.887800373830764045e+00,-2.914109456455678071e+01
1.395473921376490267e+01,-8.909787880141832872e+00,-2.916729606428480537e+01
1.394765019548334806e+01,-8.931747920096599458e+00,-2.919358688390842715e+01
1.394057366945123455e+01,-8.953680241763263936e+00,-2.921996697793870013e+01
1.393350935570075499e+01,-8.975584591777879595e+00,-2.924643629309070647e+01
1.392645697838637098e+01,-8.997460720694929748e+00,-2.927299478094283103e+01
1.391941626016719624e+01,-9.019308376892336554e+00,-2.929964238347778860e+01
1.391238692712719960e+01,-9.041127311907526831e+00,-2.932637904578858468e+01
1.390536870666999114e+01,-9.062917278152502476e+00,-2.935320471067459991e+01
1.389836132545955749e+01,-9.084678026659032568e+00,-2.938011931314599323e+01
1.389136451427337349e+01,-9.106409312370168152e+00,-2.940712279326091050e+01
1.388437800248699361e+01,-9.128110888112901833e+00,-2.943421508146535004e+01
1.387740152290346174e+01,-9.149782509873602976e+00,-2.946139611147459547e+01
1.387043480968592135e+01,-9.171423934538029954e+00,-2.948866581479360605e+01
1.386347759633684262e+01,-9.193034917663625905e+00,-2.951602411514931390e+01
1.385652962045949010e+01,-9.214615218708047450e+00,-2.954347094149953534e+01
1.384959061834588034e+01,-9.236164595073004691e+00,-2.957100621317698597e+01
1.384266032971432381e+01,-9.257682807316911067e+00,-2.959862985294284954e+01
1.383573849568028535e+01,-9.279169616921425501e+00,-2.962634178143397179e+01
1.382882485677438567e+01,-9.300624784090690156e+00,-2.965414191152244783e+01
1.382191915761143619e+01,-9.322048072915736228e+00,-2.968203016149486118e+01
1.381502114158249839e+01,-9.343439245491548917e+00,-2.971000644000322666e+01
1.380813055550026824e+01,-9.364798067064420195e+00,-2.973807065928734517e+01
1.380124714760832383e+01,-9.386124303825326365e+00,-2.976622272954877602e+01
1.379437066563786374e+01,-9.407417720738157740e+00,-2.979446255324104698e+01
1.378750086138439990e+01,-9.428678086636720579e+00,-2.982279003841442844e+01
1.378063748550395928e+01,-9.449905168417895851e+00,-2.985120508347761259e+01
1.377378029206581900e+01,-9.471098736122071315e+00,-2.987970759058654124e+01
1.376692903660038780e+01,-9.492258560754436303e+00,-2.990829745994700062e+01
1.376008347419513456e+01,-9.513384412142499968e+00,-2.993697458403564582e+01
1.375324336397777003e+01,-9.534476063964266501e+00,-2.996573886110781970e+01
1.374640846401800331e+01,-9.555533288019883997e+00,-2.999459017977445185e+01
1.373957853578648347e+01,-9.576555859241757673e+00,-3.002352843255126302e+01
1.373275334224214639e+01,-9.597543553545444084e+00,-3.005255351009322595e+01
1.372593264596710227e+01,-9.618496145717353230e+00,-3.008166529534728895e+01
1.371911621355619459e+01,-9.639413414371253097e+00,-3.011086367721928170e+01
1.371230381062444614e+01,-9.660295136301281005e+00,-3.014014853496982482e+01
1.370549520617210959e+01,-9.681141091420300882e+00,-3.016951975192232638e+01
1.369869017071116879e+01,-9.701951060640956470e+00,-3.019897720962939403e+01
1.369188847443978574e+01,-9.722724823794326454e+00,-3.022852078195917258e+01
1.368508989153750122e+01,-9.743462164513257306e+00,-3.025815034891819622e+01
1.367829419527899759e+01,-9.764162864668655573e+00,-3.028786578087019166e+01
1.367150116230501133e+01,-9.784826709233696462e+00,-3.031766695239828380e+01
1.366471057078813978e+01,-9.805453484195655989e+00,-3.034755373640480514e+01
1.365792219864683510e+01,-9.826042974506938421e+00,-3.037752599813334342e+01
1.365113582774624312e+01,-9.846594968892507183e+00,-3.040758360914314196e+01
1.364435123911840897e+01,-9.867109254372119054e+00,-3.043772643135495315e+01
1.363756821713867318e+01,-9.887585621048698314e+00,-3.046795433106484907e+01
1.363078654773096865e+01,-9.908023860052276532e+00,-3.049826717297922585e+01
1.362400601662143629e+01,-9.928423761523269775e+00,-3.052866481417281364e+01
1.361722641344460882e+01,-9.948785119343019900e+00,-3.055914711821239749e+01
1.361044752707045369e+01,-9.969107725743930004e+00,-3.058971393903358660e+01
1.360366914968599872e+01,-9.989391376019375102e+00,-3.062036513510124536e+01
1.359689107504033245e+01,-1.000963586650025050e+01,-3.065110056338096456e+01
1.359011309673796219e+01,-1.002984099257252559e+01,-3.068192007323622050e+01
1.358333501225014217e+01,-1.005000655332762882e+01,-3.071282352069594879e+01
1.357655661834882466e+01,-1.007013234626308851e+01,-3.074381075216642500e+01
