,SIMX,SIMY,SIMZ,PWM_X+,PWM_X-,PWM_Y+,PWM_Y-,PWM_Z+,PWM_Z-
1667,21.663046718992454,5.528831100653785,-54.557563669503786,21.917943576473835,0,0,11.609162192397074,0,91.82577899368763
1668,21.69098956852664,5.538030068002272,-54.51379696476793,22.070959090101272,0,0,11.552227450402075,0,91.79287355311142
1669,21.71892375178584,5.547192367792619,-54.46995612704603,22.183667592244284,0,0,11.471596609050932,0,91.78082090556666
1670,21.746849220101847,5.556318099329763,-54.4260412307997,22.299886656366503,0,0,11.446014889855215,0,91.74007038252628
1671,21.774765925258517,5.565407363803262,-54.3820523470806,22.389605766676723,0,0,11.3735260532913,0,91.742533199023
1672,21.80267381903167,5.574460262140442,-54.33798954617888,22.451210058095725,0,0,11.358849896007035,0,91.69332692673032
1673,21.830572852739927,5.5834768928784415,-54.29385290029789,22.62150177280264,0,0,11.27400146726864,0,91.69674413479513
1674,21.85846297828077,5.592457357135629,-54.24964247733904,22.703657346739565,0,0,11.169052638705885,0,91.67831510760197
1675,21.88634414693873,5.601401752934139,-54.20535834802317,22.80727032306604,0,0,11.09537053518492,0,91.64874512522977
1676,21.914216310415586,5.610310180161605,-54.16100057966102,22.87580010931539,0,0,11.089184427087956,0,91.64334547302637
1677,21.942079420380384,5.619182738440627,-54.11656923882373,22.957577547792972,0,0,10.999488675926615,0,91.63588736411722
1678,21.969933428029346,5.628019525016498,-54.0720643940412,23.162745313656416,0,0,10.93635560284244,0,91.6303061802609
1679,21.99777828510067,5.636820639692064,-54.02748610953354,23.26207925577722,0,0,10.850170835211962,0,91.59728951170115
1680,22.02561394270745,5.645586179192222,-53.98283445239281,23.370815987026162,0,0,10.783467420181296,0,91.58869085457252
1681,22.053440352347007,5.654316242089453,-53.9381094863009,23.482944409842574,0,0,10.742287929673953,0,91.53842223813359
1682,22.08125746545931,5.66301092668848,-53.893311274223215,23.53169888911816,0,0,10.698481373660865,0,91.52840900266753
1683,22.109065232996752,5.671670328930254,-53.848439881130005,23.6158925081918,0,0,10.653672620289624,0,91.49345969587947
1684,22.136863606417652,5.680294547290073,-53.80349536767397,23.79756797569103,0,0,10.568316966183383,0,91.50271806576623
1685,22.164652536543596,5.68888367718414,-53.75847779743389,23.929151019543347,0,0,10.509656553562415,0,91.46489142268689
1686,22.192431974547787,5.697437815858485,-53.71338723057876,23.97261020427202,0,0,10.505193864047325,0,91.44892376103414
1687,22.22020187152313,5.705957060289705,-53.66822372658433,24.160311634828446,0,0,10.391582702184586,0,91.47282457128259
1688,22.24796217806127,5.714441505104469,-53.622987346975634,24.265866248501972,0,0,10.344252896059224,0,91.42840938765335
1689,22.275712845224863,5.722891247441499,-53.57767814895456,24.392721662771805,0,0,10.250783399129425,0,91.40162316639882
1690,22.303453823429816,5.731306381399723,-53.53229619270039,24.430793956829696,0,0,10.20799957028959,0,91.35500088201906
1691,22.331185063412207,5.739687002890848,-53.4868415349841,24.584288326982232,0,0,10.117591337980738,0,91.37658843962022
1692,22.35890651580547,5.748033207555885,-53.44131423190674,24.684976145948795,0,0,10.041951488913675,0,91.3421655179083
1693,22.386618130728607,5.756345088700102,-53.3957143416645,24.712947024385958,0,0,10.014144435693614,0,91.351594122907
1694,22.414319858737947,5.764622742119011,-53.350041918123985,24.84810173330866,0,0,9.938790091930741,0,91.30707302965449
1695,22.44201164973295,5.772866260587818,-53.30429701818284,24.9465157129882,0,0,9.863350579225362,0,91.2882294514739
1696,22.469693453902725,5.781075738677999,-53.25847969533181,25.060147857671474,0,0,9.808059692811762,0,91.25040508587206
1697,22.49736522131271,5.789251270689578,-53.21259000241495,25.124566990459098,0,0,9.790508930398016,0,91.22195908732103
1698,22.52502690150233,5.797392948601613,-53.16662799441627,25.279018405049516,0,0,9.662086629662333,0,91.20146668206951
1699,22.5526784444148,5.805500866861956,-53.12059372198473,25.316625471698398,0,0,9.61678610954516,0,91.21382291526035
1700,22.58031979932874,5.8135751169183285,-53.074487238852186,25.48661629754177,0,0,9.513195449125991,0,91.17156383507381
1701,22.60795091578277,5.821615791998776,-53.028308595345095,25.51538684701143,0,0,9.476225973926725,0,91.15854899228087
1702,22.635571743171457,5.829622985059399,-52.98205784116727,25.670843488286838,0,0,9.36170891665618,0,91.16600355888866
1703,22.663182230351754,5.837596786750192,-52.93573502820775,25.77666216470894,0,0,9.262592772555951,0,91.10088559273797
1704,22.690782326552977,5.845537290169191,-52.88934020401543,25.849600956572512,0,0,9.23794802435292,0,91.10009383755649
1705,22.71837198033136,5.853444585434473,-52.842873419274795,25.914624144771327,0,0,9.229881273092237,0,91.04781788912136
1706,22.745951140474485,5.861318764428872,-52.796334721267165,26.058788701539527,0,0,9.154232004516908,0,91.06314360620685
1707,22.773519755606863,5.869159918763051,-52.74972415667518,26.141012408267763,0,0,9.077240102001248,0,91.05081259421706
1708,22.80107777380516,5.876968137757303,-52.70304177441015,26.25630573683396,0,0,8.972878336692485,0,91.04246272350925
1709,22.828625143487383,5.8847435131591865,-52.656287619039766,26.267480822926387,0,0,8.958032228796974,0,91.0162352949331
1710,22.856161812392024,5.892486133757157,-52.60946173831767,26.42405008388925,0,0,8.898202760392872,0,90.99536195233816
1711,22.883687728461425,5.900196090089212,-52.56256417659733,26.548475358042957,0,0,8.861967452285818,0,90.97443896425494
1712,22.911202839455846,5.907873472421385,-52.51559497765677,26.62191876538997,0,0,8.780519285380155,0,90.93915293744305
1713,22.93870709257856,5.915518368744801,-52.4685541875485,26.687143020937107,0,0,8.729208264133273,0,90.89028544997215
1714,22.966200435343893,5.923130869457888,-52.421441847976446,26.819807798896917,0,0,8.590140199536927,0,90.909148180073
1715,22.99368281458017,5.930711062020559,-52.37425800388288,26.93222717639312,0,0,8.511286925112257,0,90.88425778473245
1716,23.02115417729282,5.938259035627447,-52.32700269681277,26.974919682768814,0,0,8.47633150373579,0,90.87645940282012
1717,23.048614470287887,5.945774879201737,-52.27967596775933,27.09394955348997,0,0,8.374446227317238,0,90.83827218221899
1718,23.07606363980572,5.953258679407633,-52.2322778600339,27.185225921256837,0,0,8.280535812028077,0,90.84700561425967
1719,23.10350163236881,5.9607105252968084,-52.18480841259584,27.285427880099412,0,0,8.225683181671908,0,90.7987757093747
1720,23.130928393808624,5.968130503003601,-52.13726766769282,27.303984916384586,0,0,8.202804879869747,0,90.76713630999039
