,SIM X,SIM Y,SIM Z,PWM_X+,PWM_X-,PWM_Y+,PWM_Y-,PWM_Z+,PWM_Z-
94,33.67016033136672,1.6372900351443065,33.67016033136672,44.658650828713974,0,33.6033942762972,0,0,68.03104815417686
95,33.65127965140983,1.6309840126760111,33.65127965140983,44.61504908576313,0,33.41831433967726,0,0,69.36630591449435
96,33.63232060307988,1.6246314719214416,33.63232060307988,45.041652101162526,0,33.716471699284476,0,0,69.0708187534256
97,33.613283479764,1.6182323365494826,33.613283479764,45.09806949998253,0,33.707633382031894,0,0,69.5492445904495
98,33.59416857615633,1.611786531061271,33.59416857615633,44.84391238076416,0,33.63156603733824,0,0,68.92624019194109
99,33.574976186937725,1.6052939811946656,33.574976186937725,44.90379331545279,0,33.67303594331156,0,0,68.98146119638642
100,33.555706609810635,1.5987546130088774,33.555706609810635,44.77732636450596,0,33.65680900835594,0,0,68.78456210336121
101,33.536360142001136,1.5921683539488751,33.536360142001136,45.04412707451163,0,33.67265077810033,0,0,69.8351963039525
102,33.51693708331316,1.5855351319063495,33.51693708331316,43.903812491077424,0,33.195326437632076,0,0,69.00801607498957
103,33.497437734814746,1.5788548756163487,33.497437734814746,45.04100116515116,0,33.71460081571382,0,0,69.5526725888371
104,33.47786239748448,1.5721275151008482,33.47786239748448,44.70031315257356,0,33.58523839121807,0,0,69.5738159386688
105,33.45821137532232,1.5653529806615352,33.45821137532232,43.71137002918516,0,33.17700329452575,0,0,68.74609512767532
106,33.43848497176477,1.558531204049073,33.43848497176477,44.723794888009024,0,33.43965931477111,0,0,70.20915809951188
107,33.41868349281444,1.5516621174319911,33.41868349281444,43.85221235208121,0,33.19796990193107,0,0,69.09765173273414
108,33.398807245693455,1.5447456538324376,33.398807245693455,44.346248580548476,0,33.491698171093255,0,0,68.76122185072464
109,33.37885653745693,1.5377817476091136,33.37885653745693,44.595531267833124,0,33.39060690913883,0,0,70.28451324701443
110,33.358831678180195,1.53077033335799,33.358831678180195,45.024689658734104,0,33.684458575928765,0,0,70.36716967472496
111,33.33873297728545,1.523711347186385,33.33873297728545,43.93335454516138,0,33.37801531186068,0,0,68.79883387703656
112,33.318560746748794,1.5166047255899404,33.318560746748794,43.85615827890534,0,33.05603893981038,0,0,69.93914758182967
113,33.298315299720194,1.5094504059276377,33.298315299720194,44.592734777506315,0,33.558290969448564,0,0,69.7727515117342
114,33.27799694910358,1.5022483269440847,33.27799694910358,43.937719523024214,0,33.434532604168986,0,0,68.8542854094834
115,33.25760601082107,1.4949984275779356,33.25760601082107,43.51574957712958,0,33.01452474205866,0,0,69.72838802759533
116,33.237142800051224,1.4877006483413115,33.237142800051224,44.56646357738569,0,33.39802798376523,0,0,70.67469715883509
117,33.21660763451307,1.4803549301043268,33.21660763451307,44.77950174995103,0,33.56480263428686,0,0,70.68784963106638
118,33.196000833052324,1.4729612146093805,33.196000833052324,44.63450591521265,0,33.63960870733377,0,0,70.24248131742195
119,33.17532271418792,1.4655194450329707,33.17532271418792,44.721119486152254,0,33.48720593249862,0,0,70.82322716168046
